bathrooms,bedrooms,pets_allowed,price,square_feet,state
1.0,2.0,0,2500,650,NJ
1.0,1.0,0,2395,650,CA
1.0,1.0,1,2395,650,CA
1.0,1.0,1,2195,650,WA
1.0,1.0,0,2076,650,WA
1.0,2.0,1,2000,650,CA
1.0,1.0,1,1878,650,CA
1.0,1.0,0,1800,650,CA
1.0,1.0,1,1800,650,CA
1.0,1.0,1,1800,650,MD
1.0,1.0,0,1793,650,WA
1.0,1.0,0,1786,650,TX
1.0,1.0,0,1695,650,CA
1.0,1.0,1,1685,650,MN
1.0,1.0,0,1645,650,CA
1.0,1.0,0,1635,650,WA
1.0,1.0,1,1565,650,CA
1.0,1.0,1,1549,650,CA
1.0,1.0,0,1505,650,CA
1.0,2.0,1,1500,650,WI
1.0,2.0,0,1495,650,CA
1.0,1.0,0,1485,650,MD
1.0,1.0,0,1483,650,MI
1.0,1.0,1,1475,650,CA
1.0,1.0,0,1463,650,CO
1.0,0.0,1,1456,650,MD
2.0,3.0,0,1448,650,TX
1.0,1.0,1,1429,650,WA
1.0,1.0,1,1425,650,NJ
1.0,1.0,1,1421,650,WA
1.0,1.0,0,1421,650,WA
1.0,1.0,0,1421,650,WA
1.0,1.0,0,1421,650,WA
1.0,1.0,0,1391,650,WA
1.0,1.0,0,1375,650,MN
1.0,1.0,1,1325,650,MN
1.0,1.0,1,1299,650,NC
1.0,1.0,1,1250,650,MA
1.0,2.0,1,1246,650,VA
1.0,1.0,1,1229,650,OR
1.0,1.0,1,1229,650,OR
1.0,1.0,0,1195,650,TX
1.0,1.0,0,1194,650,TX
1.0,1.0,1,1185,650,TX
1.0,1.0,0,1175,650,TX
1.0,1.0,1,1169,650,MN
1.0,1.0,1,1150,650,FL
1.0,1.0,1,1150,650,NV
1.0,1.0,0,1140,650,TX
1.0,1.0,0,1138,650,TX
1.0,1.0,0,1129,650,MN
1.0,4.0,1,1100,650,MI
1.0,1.0,1,1100,650,AZ
1.0,1.0,1,1100,650,UT
1.0,1.0,1,1095,650,TX
1.0,1.0,1,1091,650,TX
1.0,1.0,0,1075,650,NJ
1.0,1.0,0,1064,650,GA
1.0,1.0,0,1060,650,TX
1.0,2.0,1,1055,650,OH
1.0,3.0,1,1039,650,GA
1.0,1.0,1,1035,650,OR
1.0,1.0,1,1015,650,MN
1.0,1.0,1,1009,650,MN
1.0,1.0,0,999,650,GA
1.0,1.0,1,995,650,MO
1.0,1.0,0,995,650,MA
1.0,1.0,1,990,650,TX
1.0,1.0,0,985,650,TX
1.0,1.0,0,980,650,TX
1.0,1.0,1,975,650,TX
1.0,1.0,1,975,650,AZ
1.0,1.0,1,975,650,AZ
1.0,1.0,1,975,650,TX
1.0,1.0,1,970,650,ID
1.0,1.0,0,960,650,FL
1.0,2.0,1,950,650,MO
1.0,1.0,0,950,650,TX
1.0,1.0,1,950,650,WI
1.0,1.0,1,925,650,WI
1.0,1.0,1,925,650,NJ
1.0,1.0,1,920,650,WI
1.0,1.0,1,906,650,TX
1.0,1.0,0,905,650,TX
1.0,1.0,1,900,650,NC
1.0,1.0,1,900,650,NV
1.0,1.0,0,899,650,TX
1.0,1.0,1,895,650,NJ
1.0,2.0,0,890,650,IN
1.0,1.0,1,890,650,AK
1.0,1.0,0,880,650,TX
1.0,1.0,0,870,650,TX
1.0,1.0,1,850,650,OH
1.0,1.0,0,850,650,NE
1.0,1.0,1,850,650,GA
1.0,1.0,1,850,650,OH
1.0,1.0,1,850,650,OH
1.0,1.0,1,849,650,NE
1.0,1.0,0,835,650,UT
1.0,0.0,1,835,650,IL
1.0,1.0,1,830,650,TX
1.0,1.0,1,825,650,UT
1.0,1.0,1,820,650,NC
1.0,1.0,0,800,650,VA
1.0,2.0,1,795,650,KS
1.0,1.0,0,795,650,IL
1.0,1.0,0,795,650,NC
1.0,1.0,0,785,650,PA
1.0,1.0,0,705,650,OH
1.0,1.0,1,690,650,TX
1.0,1.0,0,675,650,MI
1.0,1.0,0,675,650,IA
1.0,1.0,0,675,650,TX
1.0,1.0,1,650,650,IN
1.0,1.0,0,650,650,WA
1.0,1.0,1,645,650,NE
1.0,1.0,0,640,650,IA
1.0,1.0,1,635,650,KS
1.0,1.0,1,630,650,OH
1.0,1.0,0,627,650,OH
1.0,1.0,1,625,650,NE
1.0,1.0,1,625,650,MO
1.0,1.0,1,620,650,IN
1.0,1.0,1,620,650,OH
1.0,1.0,1,615,650,KY
1.0,1.0,1,585,650,OK
1.0,1.0,1,579,650,IA
1.0,1.0,1,550,650,SD
1.0,1.0,0,535,650,MI
1.0,1.0,1,1912,651,TX
1.0,1.0,1,1795,651,CA
1.0,1.0,1,1410,651,VA
1.0,1.0,1,1295,651,WA
1.0,1.0,0,1293,651,TX
1.0,1.0,1,1125,651,IN
1.0,1.0,1,1120,651,GA
1.0,1.0,1,1043,651,TX
1.0,1.0,1,1034,651,GA
1.0,1.0,1,1033,651,TX
1.0,1.0,0,790,651,CO
1.0,1.0,1,787,651,WI
1.0,1.0,1,714,651,TX
1.0,2.0,0,709,651,OH
1.0,2.0,1,2318,652,CA
1.0,1.0,0,1780,652,TN
1.0,1.0,1,1332,652,CO
1.0,1.0,1,1245,652,WI
1.0,1.0,0,1231,652,TX
1.0,1.0,0,1212,652,TX
1.0,1.0,1,1185,652,WI
1.0,1.0,0,1103,652,TX
1.0,1.0,0,983,652,TX
1.0,1.0,1,975,652,KS
1.0,1.0,0,878,652,TX
1.0,1.0,1,809,652,TX
1.0,1.0,1,809,652,TX
1.0,1.0,1,774,652,TX
1.0,1.0,1,679,652,TX
1.0,1.0,1,660,652,TX
1.0,1.0,0,630,652,IL
1.0,1.0,1,590,652,MO
1.0,1.0,1,1403,653,GA
1.0,1.0,0,1240,653,TX
1.0,1.0,1,1215,653,OK
1.0,1.0,0,979,653,TX
1.0,1.0,0,975,653,TX
1.0,1.0,1,809,653,TX
1.0,1.0,0,1665,654,MD
1.0,1.0,0,1125,654,TX
1.0,2.0,1,1050,654,PA
1.0,1.0,0,1025,654,TX
1.0,1.0,0,1025,654,TX
1.0,1.0,1,1025,654,TX
1.0,1.0,1,985,654,TX
1.0,1.0,0,900,654,TX
1.0,1.0,1,865,654,MO
1.0,1.0,1,849,654,AZ
1.0,1.0,1,585,654,AR
1.0,1.0,1,1700,655,GA
1.0,1.0,0,1130,655,TX
1.0,1.0,1,1089,655,GA
1.0,3.0,0,1050,655,PA
1.0,0.0,1,1000,655,CA
1.0,1.0,1,955,655,TX
1.0,1.0,1,875,655,NE
1.0,2.0,0,700,655,PA
1.0,1.0,1,625,655,SC
1.0,1.0,0,1814,656,MD
1.0,1.0,0,1120,656,TX
1.0,1.0,1,884,656,TX
1.0,1.0,1,815,656,NM
1.0,1.0,1,646,656,ID
1.0,1.0,1,425,656,TN
1.0,1.0,0,2125,657,TX
1.0,1.0,1,1525,657,TX
1.0,1.0,1,1299,657,WI
1.0,1.0,1,1188,657,NC
1.0,1.0,0,1090,657,TX
1.0,1.0,0,1068,657,NC
1.0,1.0,0,1030,657,TX
1.0,1.0,0,965,657,TX
1.0,1.0,0,862,657,GA
1.0,1.0,0,2202,658,TN
1.0,1.0,0,1695,658,WA
1.0,1.0,0,1653,658,TX
1.0,3.0,1,1575,658,NH
1.0,1.0,0,1125,658,TX
1.0,1.0,0,1081,658,TX
1.0,1.0,1,889,658,MI
1.0,1.0,0,1920,659,MA
1.0,1.0,0,1770,659,MA
1.0,1.0,1,1720,659,MA
1.0,1.0,0,1515,659,NJ
1.0,1.0,1,1495,659,CT
1.0,1.0,0,1475,659,NJ
1.0,1.0,0,1395,659,CA
1.0,1.0,1,1291,659,TX
1.0,1.0,1,1265,659,NC
1.0,1.0,0,1010,659,TX
1.0,1.0,1,1010,659,MD
1.0,1.0,1,695,659,TX
1.0,1.0,1,555,659,TX
1.0,1.0,1,4200,660,CA
1.0,1.0,1,2250,660,DC
1.0,1.0,1,1905,660,TX
1.0,1.0,0,1560,660,TX
1.0,2.0,0,1530,660,TX
1.0,1.0,0,1510,660,CA
1.0,2.0,1,1500,660,MN
1.0,1.0,0,1470,660,CA
1.0,1.0,0,1450,660,CA
1.0,1.0,1,1450,660,MN
1.0,1.0,1,1395,660,CO
1.0,1.0,1,1345,660,CO
1.0,1.0,1,1309,660,TX
1.0,1.0,1,1300,660,FL
1.0,1.0,1,1299,660,CO
1.0,2.0,0,1180,660,IL
1.0,1.0,0,1165,660,TX
1.0,1.0,1,1150,660,TX
1.0,1.0,0,1067,660,FL
1.0,1.0,0,1035,660,TX
1.0,1.0,1,999,660,MN
1.0,1.0,0,982,660,TX
1.0,2.0,1,955,660,KS
1.0,1.0,1,950,660,OH
1.0,1.0,1,905,660,TX
1.0,2.0,1,900,660,MD
1.0,1.0,0,900,660,TX
1.0,1.0,1,895,660,ND
1.0,1.0,1,890,660,TX
1.0,1.0,1,885,660,TX
1.0,1.0,1,855,660,IA
1.0,1.0,1,849,660,TX
1.0,1.0,1,820,660,TX
1.0,1.0,1,806,660,NE
1.0,1.0,1,793,660,IN
1.0,1.0,1,780,660,SD
1.0,1.0,0,760,660,SD
1.0,1.0,0,745,660,NC
1.0,1.0,0,740,660,SD
1.0,1.0,1,730,660,WI
1.0,1.0,1,678,660,TX
1.0,1.0,1,650,660,AR
1.0,1.0,0,650,660,TX
1.0,1.0,0,629,660,OH
1.0,1.0,1,615,660,TN
1.0,1.0,1,600,660,TX
1.0,1.0,0,575,660,LA
1.0,1.0,1,2990,661,MI
1.0,1.0,0,2885,661,CA
1.0,2.0,0,1583,661,WA
1.0,1.0,1,1332,661,WA
1.0,2.0,1,1320,661,WI
1.0,1.0,1,1048,661,TX
1.0,1.0,1,1037,661,TX
1.0,1.0,1,930,661,TX
1.0,1.0,1,862,661,TX
1.0,1.0,1,655,661,MO
1.0,3.0,1,2996,662,NJ
1.0,1.0,1,2750,662,CA
1.0,1.0,0,981,662,TX
1.0,1.0,0,855,662,TX
1.0,1.0,1,845,662,OK
1.0,1.0,1,835,662,PA
1.0,1.0,1,816,662,LA
1.0,1.0,1,1590,663,TX
1.0,1.0,0,1528,663,WA
1.0,1.0,1,1475,663,NJ
1.0,2.0,1,1355,663,VA
1.0,1.0,1,1290,663,TX
1.0,2.0,1,1156,663,TX
1.0,1.0,0,1117,663,NC
1.0,1.0,1,1045,663,WA
1.0,1.0,1,896,663,TX
1.0,1.0,0,877,663,TX
1.0,1.0,1,754,663,IN
1.0,1.0,0,2000,664,CA
1.0,3.0,0,1585,664,PA
1.0,2.0,1,1385,664,WI
1.0,1.0,0,1275,664,TX
1.0,1.0,1,1180,664,IN
1.0,1.0,0,1079,664,TX
1.0,1.0,1,1056,664,MD
1.0,1.0,1,1056,664,MD
1.0,1.0,0,950,664,TX
1.0,1.0,0,927,664,TX
1.0,1.0,1,895,664,AZ
1.0,1.0,1,817,664,TX
1.0,1.0,1,775,664,TX
1.0,1.0,1,671,664,IN
1.0,1.0,0,475,664,GA
1.0,1.0,1,2016,665,CA
1.0,1.0,0,1935,665,CA
1.0,1.0,0,1865,665,CA
1.0,1.0,0,1588,665,WA
1.0,1.0,0,1115,665,TX
1.0,1.0,0,1090,665,TX
1.0,1.0,0,985,665,TX
1.0,1.0,1,965,665,NC
1.0,1.0,1,869,665,TX
1.0,1.0,1,849,665,TX
1.0,1.0,1,811,665,KY
1.0,1.0,0,790,665,IA
1.0,1.0,1,751,665,OK
1.0,1.0,0,699,665,IL
1.0,1.0,1,625,665,SC
1.0,1.0,1,605,665,WI
1.0,1.0,0,600,665,IL
1.0,1.0,0,1998,666,TX
1.0,1.0,1,984,666,TX
1.0,1.0,0,883,666,TX
1.0,1.0,1,575,666,TX
1.0,1.0,0,3444,667,CA
1.0,1.0,0,3087,667,CA
1.0,1.0,1,2165,667,CA
1.0,1.0,1,1629,667,IL
1.0,1.0,0,1425,667,WA
1.0,1.0,0,1295,667,IL
1.0,1.0,1,1170,667,TX
1.0,1.0,1,1049,667,FL
1.0,1.0,1,919,667,GA
1.0,1.0,0,915,667,NV
1.0,1.0,1,895,667,NV
1.0,1.0,0,835,667,TX
1.0,1.0,1,825,667,TX
1.0,2.0,0,2624,668,MA
1.0,1.0,0,2300,668,CA
1.0,1.0,0,1415,668,TX
1.0,1.0,1,1285,668,TX
1.0,1.0,1,1260,668,WA
1.0,1.0,1,1260,668,TX
1.0,1.0,0,1125,668,TX
1.0,1.0,0,1125,668,VA
1.0,1.0,1,1069,668,NC
1.0,1.0,0,999,668,IN
1.0,1.0,1,969,668,TX
1.0,1.0,0,925,668,TX
1.0,1.0,1,695,668,TX
1.0,1.0,1,640,668,MS
1.0,1.0,1,615,668,OH
1.0,1.0,1,1295,669,MN
1.0,1.0,1,1260,669,WA
1.0,1.0,1,1230,669,UT
1.0,1.0,1,1100,669,MO
1.0,2.0,1,1026,669,NC
1.0,1.0,1,875,669,NE
1.0,1.0,1,2280,670,MA
1.0,1.0,1,2250,670,WA
1.0,2.0,1,2140,670,CA
1.0,1.0,0,1650,670,NJ
1.0,1.0,0,1500,670,CO
1.0,1.0,1,1210,670,NH
1.0,1.0,1,1200,670,CO
1.0,1.0,1,1135,670,TX
1.0,1.0,1,1100,670,IA
1.0,1.0,0,1095,670,TX
1.0,1.0,0,1095,670,TX
1.0,1.0,1,1089,670,TX
1.0,1.0,1,1000,670,MO
1.0,1.0,1,925,670,NE
1.0,1.0,0,890,670,NC
1.0,1.0,0,870,670,NC
1.0,1.0,0,830,670,TX
1.0,1.0,1,829,670,TX
1.0,1.0,1,775,670,MO
1.0,1.0,1,685,670,TX
1.0,1.0,1,615,670,NE
1.0,1.0,0,560,670,OK
1.0,1.0,0,400,670,LA
1.0,1.0,0,2182,671,DC
1.0,1.0,1,2017,671,TX
1.0,2.0,1,1778,671,OR
1.0,1.0,1,1606,671,VA
1.0,1.0,1,1436,671,VA
1.0,1.0,0,1330,671,NJ
1.0,1.0,0,899,671,TX
1.0,1.0,0,899,671,TX
1.0,1.0,0,769,671,OH
1.0,1.0,1,2490,672,CA
1.0,1.0,1,2250,672,WA
1.0,1.0,1,1860,672,TX
1.0,2.0,0,1690,672,TX
1.0,1.0,0,1625,672,TX
1.0,1.0,1,1600,672,WA
1.0,1.0,1,1515,672,CA
1.0,1.0,1,1395,672,TX
1.0,2.0,1,1265,672,AZ
1.0,1.0,0,1140,672,TX
1.0,1.0,0,1135,672,TX
1.0,1.0,1,1098,672,TX
1.0,1.0,0,1055,672,TX
1.0,1.0,0,1045,672,TX
1.0,1.0,0,965,672,TX
1.0,1.0,1,940,672,NV
1.0,1.0,0,905,672,TX
1.0,1.0,1,850,672,TX
1.0,1.0,0,847,672,NC
1.0,1.0,1,635,672,VA
1.0,1.0,0,450,672,OH
1.0,1.0,0,428,672,MO
1.0,1.0,0,2798,673,CA
1.0,1.0,1,2600,673,CA
1.0,1.0,1,1579,673,MD
1.0,0.0,1,1546,673,VA
1.0,1.0,1,1534,673,WI
1.0,1.0,1,1370,673,MO
1.0,1.0,0,995,673,TX
1.0,1.0,0,985,673,TX
1.0,2.0,0,950,673,IL
1.0,1.0,0,862,673,OH
1.0,1.0,0,720,673,MN
1.0,1.0,1,700,673,LA
1.0,1.0,1,1655,674,FL
1.0,1.0,0,1618,674,WA
1.0,1.0,1,1451,674,TX
1.0,1.0,1,1300,674,UT
1.0,1.0,1,1175,674,CO
1.0,1.0,0,1025,674,TX
1.0,1.0,0,892,674,NC
1.0,1.0,0,875,674,TX
1.0,2.0,1,850,674,WA
1.0,1.0,1,791,674,TX
1.0,1.0,1,3495,675,CA
1.0,1.0,1,3050,675,CA
1.0,1.0,1,1895,675,CA
1.0,1.0,1,1880,675,FL
1.0,1.0,1,1875,675,WA
1.0,1.0,1,1780,675,WA
1.0,1.0,1,1780,675,WA
1.0,2.0,0,1745,675,PA
1.0,1.0,0,1715,675,CA
1.0,1.0,1,1555,675,CO
1.0,1.0,1,1516,675,WA
1.0,1.0,0,1506,675,WA
1.0,1.0,1,1470,675,IL
1.0,1.0,0,1440,675,NJ
1.0,1.0,0,1436,675,WA
1.0,1.0,1,1345,675,CA
1.0,2.0,0,1295,675,WA
1.0,1.0,1,1275,675,MO
1.0,1.0,0,1275,675,NJ
1.0,1.0,1,1250,675,GA
1.0,1.0,1,1220,675,TX
1.0,1.0,0,1200,675,NJ
1.0,1.0,0,1190,675,NJ
1.0,1.0,0,1190,675,NJ
1.0,1.0,1,1150,675,MI
1.0,1.0,0,1150,675,NJ
1.0,1.0,0,1127,675,NC
1.0,2.0,0,1095,675,NJ
1.0,1.0,0,979,675,VA
1.0,1.0,1,962,675,WI
1.0,1.0,1,945,675,WI
1.0,1.0,1,932,675,TX
1.0,1.0,0,915,675,TX
1.0,2.0,0,875,675,CO
1.0,1.0,1,850,675,AK
1.0,1.0,1,840,675,IN
1.0,2.0,0,800,675,OH
1.0,1.0,1,794,675,AR
1.0,1.0,1,695,675,IA
1.0,2.0,1,695,675,IA
1.0,1.0,0,645,675,WI
1.0,2.0,1,640,675,IN
1.0,1.0,1,620,675,TX
1.0,2.0,1,595,675,ND
1.0,1.0,1,485,675,WI
1.0,1.0,1,1125,676,OH
1.0,1.0,0,960,676,TX
1.0,1.0,1,950,676,TX
1.0,1.0,1,870,676,IA
1.0,2.0,1,855,676,NE
1.0,1.0,1,785,676,SD
1.0,1.0,0,785,676,OH
1.0,1.0,0,725,676,OH
1.0,1.0,0,2033,677,TN
1.0,1.0,0,1677,677,WA
1.0,1.0,1,1391,677,TX
1.0,1.0,1,1315,677,RI
1.0,1.0,1,1215,677,WA
1.0,1.0,0,1027,677,TX
1.0,1.0,1,900,677,TX
1.0,1.0,1,800,677,NV
2.0,2.0,1,3795,678,CA
1.0,1.0,0,2200,678,MA
1.0,1.0,1,2089,678,CA
1.0,2.0,1,2075,678,IL
1.0,1.0,1,1789,678,TX
1.0,2.0,1,1750,678,OR
1.0,1.0,1,1665,678,TX
1.0,1.0,1,1468,678,NC
1.0,1.0,1,1400,678,MA
1.0,1.0,1,1372,678,TX
1.0,1.0,1,1109,678,TX
1.0,1.0,1,1104,678,TX
1.0,1.0,0,1035,678,TX
1.0,1.0,0,1000,678,TX
1.0,1.0,1,890,678,TX
1.0,2.0,0,860,678,IL
1.0,1.0,0,815,678,NC
1.0,1.0,1,717,678,OK
1.0,1.0,1,1675,679,MN
1.0,1.0,1,1600,679,WI
1.0,1.0,0,1265,679,TX
1.0,1.0,0,1245,679,CO
1.0,1.0,0,1225,679,CO
1.0,1.0,0,1095,679,CA
1.0,1.0,0,3952,680,MA
1.0,1.0,1,2840,680,CA
1.0,1.0,1,2349,680,CA
1.0,1.0,0,1835,680,CA
1.0,1.0,0,1795,680,WA
1.0,1.0,1,1424,680,VA
1.0,1.0,1,1325,680,WA
1.0,1.0,1,1310,680,WA
1.0,1.0,0,1227,680,WA
1.0,1.0,0,1186,680,WA
1.0,1.0,1,1179,680,CO
1.0,1.0,1,1080,680,GA
1.0,1.0,1,1075,680,GA
1.0,1.0,1,1059,680,TX
1.0,1.0,1,1050,680,NY
1.0,1.0,0,1045,680,TX
1.0,1.0,1,1035,680,AK
1.0,1.0,1,1025,680,VA
1.0,1.0,0,1025,680,VA
1.0,1.0,1,985,680,TX
1.0,2.0,1,975,680,AK
1.0,1.0,1,975,680,NV
1.0,1.0,1,951,680,TX
1.0,3.0,1,950,680,TN
1.0,1.0,0,930,680,TX
1.0,1.0,0,913,680,TX
1.0,1.0,1,900,680,NV
1.0,1.0,1,890,680,TX
1.0,1.0,1,830,680,MS
1.0,2.0,1,800,680,OH
1.0,1.0,0,795,680,OR
1.0,1.0,0,785,680,NC
1.0,0.0,0,750,680,CT
1.0,1.0,1,720,680,FL
1.0,1.0,1,700,680,IN
1.0,1.0,1,680,680,IN
1.0,1.0,1,653,680,MI
1.0,1.0,1,650,680,IN
1.0,1.0,1,605,680,MO
1.0,1.0,1,575,680,TN
1.0,1.0,1,550,680,MO
1.0,1.0,1,1440,681,WA
1.0,1.0,0,1240,681,MD
1.0,1.0,0,1175,681,MD
1.0,1.0,0,1175,681,MD
1.0,1.0,0,1005,681,TX
1.0,1.0,1,858,681,AR
1.0,1.0,0,2329,682,NJ
1.0,1.0,0,1675,682,CA
1.0,1.0,0,1645,682,CA
1.0,1.0,0,1615,682,CA
1.0,1.0,0,1414,682,TX
1.0,1.0,1,1205,682,CO
1.0,1.0,1,1190,682,TX
1.0,1.0,0,1180,682,TX
1.0,1.0,1,1165,682,FL
1.0,1.0,1,1075,682,IL
1.0,1.0,0,635,682,KS
1.0,1.0,0,415,682,PA
1.0,1.0,1,1450,683,VA
1.0,1.0,0,1180,683,TX
1.0,1.0,1,1130,683,MD
1.0,1.0,1,1100,683,MO
1.0,1.0,0,1015,683,TX
1.0,1.0,1,928,683,KS
1.0,1.0,1,785,683,IL
1.0,2.0,1,1450,684,CT
1.0,1.0,1,1299,684,MD
1.0,1.0,0,1240,684,TX
1.0,1.0,0,939,684,TX
1.0,2.0,1,2720,685,NJ
1.0,1.0,1,2465,685,CA
1.0,1.0,1,1987,685,CA
1.0,1.0,1,1735,685,WA
1.0,1.0,1,1695,685,OH
1.0,1.0,0,1650,685,CA
1.0,0.0,1,1489,685,TX
1.0,1.0,1,1399,685,WA
1.0,2.0,1,1395,685,CO
1.0,1.0,1,1360,685,CO
1.0,1.0,1,1180,685,TX
1.0,2.0,1,1150,685,MO
1.0,1.0,0,1099,685,IN
1.0,1.0,1,1050,685,UT
1.0,1.0,0,1050,685,CO
1.0,1.0,0,1050,685,CO
1.0,1.0,0,998,685,TX
1.0,1.0,1,905,685,GA
1.0,1.0,1,895,685,MN
1.0,1.0,1,850,685,ND
1.0,1.0,0,775,685,NE
1.0,1.0,1,671,685,TX
1.0,1.0,1,1575,686,MD
1.0,1.0,1,1324,686,IL
1.0,2.0,1,1240,686,CO
1.0,1.0,0,1185,686,TX
1.0,1.0,0,1120,686,TX
1.0,1.0,1,1020,686,MD
1.0,1.0,0,805,686,TX
1.0,1.0,1,627,686,IN
1.0,1.0,1,1470,687,MN
1.0,1.0,1,1430,687,VA
1.0,1.0,1,1390,687,TX
1.0,1.0,1,1345,687,VA
1.0,1.0,1,1017,687,NC
1.0,1.0,0,1005,687,TX
1.0,1.0,0,949,687,UT
1.0,1.0,0,2420,688,CA
1.0,1.0,1,1345,688,TX
1.0,1.0,1,1319,688,MD
1.0,1.0,1,1196,688,TX
1.0,1.0,1,1179,688,CO
1.0,1.0,0,1179,688,CO
1.0,1.0,1,1095,688,CT
1.0,1.0,1,1050,688,TX
1.0,1.0,0,1020,688,PA
1.0,1.0,1,938,688,GA
1.0,1.0,1,930,688,NV
1.0,1.0,1,829,688,NC
1.0,1.0,1,2750,689,NJ
1.0,1.0,1,2450,689,MA
1.0,1.0,0,2117,689,WA
1.0,1.0,1,1820,689,VA
1.0,1.0,1,1762,689,WA
1.0,1.0,0,1749,689,MD
1.0,1.0,0,1679,689,MD
1.0,1.0,1,1670,689,WA
1.0,1.0,1,1258,689,TX
1.0,1.0,0,1080,689,TX
1.0,1.0,0,962,689,TX
1.0,1.0,1,927,689,KY
1.0,1.0,1,925,689,FL
1.0,1.0,0,875,689,SD
1.0,1.0,0,2200,690,VA
1.0,1.0,1,2095,690,CA
1.0,1.0,1,1839,690,TX
1.0,1.0,1,1322,690,OR
1.0,1.0,1,1295,690,WI
1.0,1.0,1,1240,690,TX
1.0,1.0,1,1200,690,OR
1.0,1.0,0,1010,690,TX
1.0,1.0,0,1000,690,TX
1.0,3.0,0,965,690,TX
1.0,1.0,1,950,690,IN
1.0,1.0,0,895,690,TX
1.0,1.0,0,879,690,TX
1.0,1.0,1,850,690,KS
1.0,1.0,1,825,690,TX
1.0,2.0,0,814,690,TX
1.0,1.0,0,800,690,TX
1.0,1.0,1,750,690,NC
1.0,1.0,1,715,690,TX
1.0,1.0,1,698,690,IN
1.0,2.0,1,545,690,MO
1.0,1.0,1,2200,691,CA
1.0,1.0,0,1140,691,MO
1.0,1.0,1,1045,691,TN
1.0,1.0,1,1029,691,GA
1.0,1.0,1,1019,691,GA
1.0,1.0,1,986,691,MO
1.0,1.0,1,2305,692,DC
1.0,1.0,1,1772,692,TX
1.0,1.0,1,1745,692,TX
1.0,1.0,1,1435,692,WI
1.0,1.0,1,1185,692,WI
1.0,1.0,1,1106,692,TX
1.0,1.0,1,1063,692,TX
1.0,1.0,1,1058,692,TX
1.0,1.0,0,1020,692,TX
1.0,1.0,0,1001,692,TX
1.0,1.0,0,1000,692,TX
1.0,1.0,1,996,692,WA
1.0,1.0,1,994,692,TX
1.0,1.0,1,985,692,TX
1.0,1.0,1,979,692,TX
1.0,1.0,1,908,692,TX
1.0,1.0,0,900,692,TX
1.0,1.0,1,890,692,TX
1.0,1.0,0,890,692,TX
1.0,0.0,0,829,692,TX
1.0,1.0,0,750,692,SD
1.0,1.0,1,746,692,OK
1.0,1.0,1,725,692,SD
1.0,1.0,0,2475,693,CA
1.0,1.0,0,1595,693,OR
1.0,1.0,0,1195,693,MN
1.0,1.0,0,1060,693,TX
1.0,1.0,0,985,693,TX
1.0,1.0,1,2350,694,NY
1.0,1.0,1,1799,694,TX
1.0,1.0,1,1695,694,CA
1.0,1.0,0,1695,694,WA
1.0,1.0,0,1509,694,CO
1.0,1.0,1,1490,694,CO
1.0,1.0,1,970,694,MO
1.0,1.0,1,925,694,AZ
1.0,1.0,1,845,694,MO
1.0,1.0,1,820,694,IA
1.0,1.0,1,2390,695,CA
1.0,1.0,0,1957,695,NJ
1.0,1.0,1,1937,695,CA
1.0,1.0,1,1600,695,TX
1.0,1.0,1,1525,695,FL
1.0,1.0,1,1177,695,MD
1.0,1.0,0,1105,695,TX
1.0,3.0,0,1065,695,VA
1.0,1.0,1,915,695,AZ
1.0,1.0,0,800,695,GA
1.0,2.0,1,736,695,SD
1.0,1.0,1,725,695,OH
1.0,1.0,1,600,695,TX
1.0,2.0,0,475,695,ND
1.0,1.0,1,3030,696,NJ
1.0,1.0,0,2237,696,DC
1.0,0.0,1,1800,696,VA
1.0,1.0,1,1755,696,CT
1.0,3.0,1,1660,696,WI
1.0,2.0,1,1598,696,NY
1.0,1.0,1,1355,696,TX
1.0,1.0,0,1220,696,TX
1.0,2.0,1,1025,696,WI
1.0,1.0,1,978,696,NC
1.0,1.0,0,915,696,TX
1.0,1.0,1,800,696,TX
1.0,2.0,0,795,696,IA
1.0,1.0,1,719,696,NC
1.0,1.0,1,1750,697,NH
1.0,1.0,1,1740,697,NH
1.0,1.0,1,1655,697,UT
1.0,1.0,1,1565,697,WI
1.0,1.0,1,1170,697,WA
1.0,1.0,0,1155,697,TX
1.0,1.0,0,1155,697,TX
1.0,1.0,1,1090,697,WA
1.0,1.0,1,945,697,NC
1.0,1.0,1,925,697,TX
1.0,1.0,0,920,697,PA
1.0,1.0,0,837,697,OH
1.0,1.0,1,834,697,TX
1.0,1.0,1,1695,698,CA
1.0,1.0,0,1279,698,OK
1.0,1.0,0,1259,698,OK
1.0,1.0,0,1259,698,OK
1.0,1.0,0,1259,698,OK
1.0,1.0,0,1200,698,TX
1.0,1.0,0,1084,698,OH
1.0,1.0,1,1028,698,TX
1.0,1.0,1,990,698,NC
1.0,1.0,0,1190,699,TX
1.0,1.0,0,670,699,OK
1.0,1.0,0,3730,700,CA
1.0,1.0,0,2800,700,CA
1.0,1.0,1,2600,700,WA
1.0,1.0,1,2500,700,MI
1.0,2.0,0,2450,700,CA
1.0,1.0,0,2450,700,CA
1.0,2.0,0,2395,700,CA
1.0,2.0,0,2350,700,CA
1.0,2.0,0,2350,700,CA
1.0,2.0,0,2350,700,CA
1.0,1.0,1,2325,700,CA
1.0,2.0,0,2250,700,CA
1.0,1.0,0,2100,700,CA
1.0,1.0,0,2100,700,CA
